,id,weight,sex,education,region,age,income,job_prestige,mother_job_prestige,father_job_prestige,socioeconomic_index,satjob,relationship,male_breadwinner,men_bettersuited,child_suffer,men_overwork
1301,1302,0.9429971097,female,15.0,middle atlantic,30.0,84120.0,46.0,46.0,,52.0,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
1302,1303,0.9429971097,female,14.0,middle atlantic,89.0,16648.75,36.0,42.0,,24.6,,,,,,
1303,1304,0.47149855479999997,female,16.0,middle atlantic,61.0,98140.0,33.0,50.0,38.0,63.7,very satisfied,strongly agree,disagree,disagree,strongly disagree,agree
1304,1305,0.9429971097,male,12.0,middle atlantic,55.0,38555.0,29.0,36.0,35.0,23.3,mod. satisfied,,,,,
1305,1306,0.47149855479999997,female,18.0,middle atlantic,67.0,38555.0,64.0,61.0,51.0,82.5,,strongly agree,strongly disagree,disagree,disagree,agree
1306,1307,0.9429971097,female,12.0,middle atlantic,61.0,47317.5,28.0,31.0,46.0,18.8,,,,,,
1307,1308,1.4144956640000002,male,12.0,middle atlantic,69.0,7886.25,31.0,,31.0,23.0,,disagree,disagree,disagree,strongly agree,agree
1308,1309,1.4144956640000002,male,16.0,middle atlantic,30.0,70100.0,31.0,,42.0,37.6,mod. satisfied,,,,,
1309,1310,0.9429971097,male,12.0,middle atlantic,70.0,26287.5,59.0,46.0,49.0,65.1,,disagree,disagree,disagree,disagree,strongly agree
1310,1311,0.47149855479999997,male,13.0,middle atlantic,41.0,31545.0,35.0,53.0,35.0,32.0,a little dissat,strongly agree,agree,agree,disagree,agree
1311,1312,0.47149855479999997,female,8.0,middle atlantic,67.0,13143.75,38.0,,39.0,58.2,mod. satisfied,disagree,agree,agree,disagree,agree
1312,1313,0.47149855479999997,male,12.0,middle atlantic,62.0,9638.75,26.0,22.0,,28.5,,,,,,
1313,1314,0.47149855479999997,female,14.0,middle atlantic,36.0,31545.0,44.0,53.0,64.0,36.4,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
1314,1315,1.4144956640000002,female,14.0,middle atlantic,51.0,158201.8412,47.0,47.0,50.0,38.8,very satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
1315,1316,0.9429971097,female,16.0,middle atlantic,65.0,47317.5,47.0,21.0,45.0,69.4,very satisfied,strongly agree,disagree,disagree,disagree,disagree
1316,1317,1.4144956640000002,male,12.0,middle atlantic,63.0,84120.0,26.0,50.0,,28.5,mod. satisfied,agree,disagree,disagree,disagree,agree
1317,1318,1.4144956640000002,male,16.0,middle atlantic,23.0,84120.0,52.0,49.0,47.0,82.4,mod. satisfied,,,,,
1318,1319,0.47149855479999997,female,12.0,middle atlantic,89.0,1402.0,31.0,,35.0,19.6,very satisfied,agree,agree,agree,agree,disagree
1319,1320,0.9429971097,female,16.0,middle atlantic,47.0,47317.5,37.0,43.0,39.0,57.8,very satisfied,agree,disagree,disagree,disagree,agree
1320,1321,0.47149855479999997,female,12.0,middle atlantic,75.0,70100.0,39.0,,,41.0,,,,,,
1321,1322,0.9429971097,male,12.0,middle atlantic,24.0,57832.5,42.0,48.0,39.0,35.3,mod. satisfied,,,,,
1322,1323,0.9429971097,male,13.0,middle atlantic,42.0,112160.0,73.0,51.0,33.0,84.0,very satisfied,disagree,agree,disagree,disagree,disagree
1323,1324,0.47149855479999997,female,12.0,south atlantic,29.0,7886.25,,28.0,,,very satisfied,,,,,
1324,1325,0.9429971097,female,14.0,south atlantic,26.0,16648.75,55.0,80.0,,37.2,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,neither agree nor disagree
1325,1326,1.4144956640000002,female,10.0,south atlantic,89.0,5257.5,24.0,,,17.1,,strongly agree,strongly disagree,disagree,strongly disagree,agree
1326,1327,0.9429971097,female,12.0,south atlantic,76.0,38555.0,31.0,,38.0,37.6,,strongly disagree,strongly agree,disagree,strongly agree,disagree
1327,1328,0.9429971097,female,12.0,south atlantic,36.0,47317.5,29.0,,35.0,39.9,very satisfied,,,,,
1328,1329,0.9429971097,female,12.0,south atlantic,77.0,38555.0,45.0,42.0,36.0,38.3,mod. satisfied,strongly disagree,strongly agree,agree,disagree,disagree
1329,1330,0.9429971097,male,12.0,south atlantic,32.0,70100.0,42.0,21.0,42.0,35.3,very satisfied,agree,strongly disagree,disagree,disagree,disagree
1330,1331,0.9429971097,male,12.0,south atlantic,72.0,9638.75,35.0,,48.0,32.0,,strongly agree,strongly disagree,agree,strongly disagree,neither agree nor disagree
1331,1332,0.9429971097,female,17.0,south atlantic,39.0,22782.5,25.0,65.0,50.0,23.8,mod. satisfied,,,,,
1332,1333,0.9429971097,female,12.0,south atlantic,71.0,47317.5,33.0,,27.0,29.9,,agree,agree,disagree,agree,agree
1333,1334,0.47149855479999997,male,14.0,south atlantic,31.0,70100.0,32.0,,65.0,26.9,very satisfied,strongly disagree,disagree,disagree,disagree,agree
1334,1335,0.9429971097,male,18.0,south atlantic,69.0,84120.0,53.0,31.0,72.0,68.6,,agree,disagree,disagree,disagree,agree
1335,1336,0.9429971097,male,3.0,south atlantic,35.0,11391.25,33.0,,27.0,13.6,very satisfied,,,,,
1336,1337,0.9429971097,male,16.0,south atlantic,80.0,57832.5,64.0,47.0,50.0,82.5,,agree,agree,agree,disagree,agree
1337,1338,0.47149855479999997,male,16.0,south atlantic,49.0,112160.0,64.0,55.0,63.0,71.8,very satisfied,strongly agree,strongly disagree,disagree,strongly disagree,strongly agree
1338,1339,0.9429971097,male,12.0,south atlantic,42.0,31545.0,49.0,,46.0,45.4,mod. satisfied,agree,disagree,disagree,disagree,agree
1339,1340,0.9429971097,female,3.0,south atlantic,36.0,11391.25,27.0,31.0,46.0,14.0,,disagree,agree,agree,agree,agree
1340,1341,0.9429971097,male,10.0,south atlantic,71.0,47317.5,27.0,31.0,,14.0,,,,,,
1341,1342,1.4144956640000002,male,6.0,south atlantic,64.0,350.5,50.0,,24.0,68.6,,disagree,disagree,disagree,strongly agree,strongly agree
1342,1343,1.17948398,male,14.0,south atlantic,57.0,16648.75,45.0,,25.0,38.8,mod. satisfied,agree,agree,disagree,agree,disagree
1343,1344,1.885994219,female,12.0,south atlantic,24.0,,31.0,,50.0,39.7,mod. satisfied,,,,,
1344,1345,3.53845194,female,13.0,south atlantic,47.0,47317.5,47.0,,50.0,38.8,very satisfied,agree,strongly disagree,disagree,disagree,strongly agree
1345,1346,1.885994219,male,13.0,south atlantic,23.0,84120.0,47.0,38.0,43.0,69.4,very satisfied,,,,,
1346,1347,1.885994219,male,14.0,south atlantic,46.0,112160.0,47.0,,73.0,69.4,a little dissat,strongly agree,disagree,disagree,strongly disagree,strongly agree
1347,1348,1.4144956640000002,male,10.0,south atlantic,57.0,57832.5,43.0,48.0,35.0,52.4,very satisfied,strongly agree,strongly agree,disagree,strongly disagree,strongly agree
1348,1349,2.35896796,female,18.0,south atlantic,50.0,31545.0,53.0,,62.0,64.2,mod. satisfied,,,,,
1349,1350,0.47149855479999997,female,13.0,south atlantic,34.0,31545.0,62.0,28.0,,53.0,,agree,disagree,agree,disagree,agree
1350,1351,1.4144956640000002,male,13.0,south atlantic,20.0,,,,50.0,,,,,,,
1351,1352,0.9429971097,female,15.0,south atlantic,49.0,57832.5,47.0,33.0,38.0,38.8,very satisfied,strongly agree,disagree,disagree,disagree,neither agree nor disagree
1352,1353,0.9429971097,female,15.0,south atlantic,30.0,57832.5,46.0,33.0,,52.0,very dissatisfied,agree,strongly disagree,disagree,strongly disagree,disagree
1353,1354,0.9429971097,male,12.0,south atlantic,29.0,22782.5,25.0,44.0,,23.8,very satisfied,strongly disagree,disagree,disagree,disagree,agree
1354,1355,0.47149855479999997,female,12.0,south atlantic,61.0,31545.0,31.0,21.0,28.0,19.6,very satisfied,agree,strongly disagree,disagree,disagree,disagree
1355,1356,0.47149855479999997,female,20.0,south atlantic,29.0,16648.75,,38.0,34.0,,,strongly agree,strongly disagree,disagree,strongly disagree,agree
1356,1357,0.9429971097,male,14.0,south atlantic,21.0,1402.0,,,49.0,,,,,,,
1357,1358,0.9429971097,male,16.0,south atlantic,24.0,19277.5,70.0,60.0,24.0,86.1,,agree,disagree,disagree,disagree,neither agree nor disagree
1358,1359,0.9429971097,female,18.0,south atlantic,34.0,158201.8412,47.0,,25.0,38.8,,strongly agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1359,1360,0.9429971097,female,14.0,south atlantic,25.0,47317.5,25.0,47.0,,12.6,mod. satisfied,agree,strongly disagree,disagree,disagree,disagree
1360,1361,1.885994219,male,14.0,south atlantic,21.0,1402.0,,45.0,63.0,,,disagree,disagree,agree,disagree,disagree
1361,1362,1.885994219,male,15.0,south atlantic,22.0,,,69.0,71.0,,,,,,,
1362,1363,1.4144956640000002,male,12.0,south atlantic,38.0,,36.0,,39.0,14.4,mod. satisfied,agree,agree,disagree,strongly agree,agree
1363,1364,0.9429971097,male,12.0,south atlantic,70.0,38555.0,50.0,28.0,45.0,46.5,,,,,,
1364,1365,0.9429971097,female,12.0,south atlantic,33.0,47317.5,35.0,48.0,35.0,21.8,very satisfied,disagree,disagree,disagree,disagree,strongly disagree
1365,1366,0.9429971097,female,10.0,south atlantic,75.0,22782.5,37.0,47.0,,33.2,,strongly agree,strongly disagree,disagree,strongly disagree,agree
1366,1367,0.9429971097,male,12.0,south atlantic,56.0,14896.25,27.0,,35.0,23.3,mod. satisfied,,,,,
1367,1368,0.9429971097,male,16.0,south atlantic,68.0,22782.5,60.0,61.0,53.0,76.3,,strongly agree,disagree,disagree,agree,agree
1368,1369,0.9429971097,female,12.0,south atlantic,39.0,9638.75,39.0,35.0,,41.0,very satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
1369,1370,0.9429971097,female,14.0,south atlantic,54.0,47317.5,41.0,,59.0,54.6,very satisfied,,,,,
1370,1371,0.9429971097,male,12.0,south atlantic,60.0,112160.0,50.0,,31.0,68.0,a little dissat,agree,disagree,disagree,disagree,agree
1371,1372,0.9429971097,male,14.0,south atlantic,60.0,70100.0,25.0,32.0,62.0,23.3,mod. satisfied,agree,disagree,disagree,strongly agree,disagree
1372,1373,0.9429971097,male,18.0,south atlantic,36.0,84120.0,47.0,61.0,40.0,65.3,mod. satisfied,,,,,
1373,1374,0.9429971097,female,12.0,south atlantic,31.0,47317.5,64.0,33.0,35.0,84.2,mod. satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
1374,1375,0.9429971097,female,16.0,south atlantic,41.0,57832.5,64.0,26.0,,84.2,very satisfied,,,,,
1375,1376,0.9429971097,female,14.0,south atlantic,29.0,31545.0,16.0,50.0,39.0,13.3,mod. satisfied,strongly agree,agree,disagree,disagree,disagree
1376,1377,0.9429971097,female,16.0,south atlantic,38.0,47317.5,25.0,35.0,37.0,12.6,very satisfied,,,,,
1377,1378,0.47149855479999997,female,15.0,south atlantic,42.0,19277.5,48.0,43.0,,20.1,very satisfied,agree,disagree,disagree,strongly disagree,
1378,1379,0.47149855479999997,female,13.0,south atlantic,69.0,47317.5,40.0,,46.0,49.4,,,,,,
1379,1380,0.9429971097,female,16.0,south atlantic,29.0,57832.5,61.0,51.0,35.0,80.9,mod. satisfied,strongly agree,agree,disagree,disagree,disagree
1380,1381,0.9429971097,male,3.0,south atlantic,33.0,9638.75,28.0,46.0,46.0,25.2,,,,,,
1381,1382,0.9429971097,male,14.0,south atlantic,27.0,47317.5,25.0,60.0,,23.8,very satisfied,disagree,strongly disagree,disagree,agree,disagree
1382,1383,1.885994219,male,14.0,south atlantic,42.0,57832.5,25.0,,45.0,23.3,a little dissat,,,,,
1383,1384,1.4144956640000002,male,19.0,south atlantic,57.0,158201.8412,53.0,39.0,45.0,59.1,very satisfied,agree,strongly disagree,disagree,disagree,agree
1384,1385,0.47149855479999997,female,18.0,south atlantic,41.0,38555.0,59.0,38.0,62.0,75.5,mod. satisfied,,,,,
1385,1386,0.47149855479999997,female,16.0,south atlantic,70.0,14896.25,58.0,52.0,50.0,77.4,,,,,,
1386,1387,0.9429971097,male,8.0,south atlantic,31.0,11391.25,31.0,17.0,,39.7,mod. satisfied,agree,disagree,disagree,disagree,agree
1387,1388,0.9429971097,female,14.0,south atlantic,68.0,47317.5,51.0,,66.0,71.1,,,,,,
1388,1389,1.4144956640000002,female,20.0,south atlantic,38.0,70100.0,66.0,,50.0,62.6,mod. satisfied,agree,strongly disagree,disagree,strongly disagree,agree
1389,1390,0.47149855479999997,male,16.0,south atlantic,57.0,,38.0,72.0,72.0,43.0,very satisfied,,,,,
1390,1391,0.9429971097,male,15.0,south atlantic,38.0,38555.0,39.0,52.0,,67.7,very satisfied,,,,,
1391,1392,2.35896796,female,18.0,south atlantic,30.0,70100.0,25.0,47.0,31.0,36.5,mod. satisfied,agree,disagree,agree,agree,agree
1392,1393,0.9429971097,male,11.0,south atlantic,68.0,38555.0,43.0,50.0,53.0,52.4,mod. satisfied,,,,,
1393,1394,0.47149855479999997,female,12.0,south atlantic,75.0,,39.0,,,20.8,,disagree,agree,agree,agree,agree
1394,1395,0.9429971097,male,12.0,south atlantic,82.0,98140.0,50.0,,46.0,68.6,very satisfied,agree,strongly agree,agree,agree,agree
1395,1396,0.9429971097,male,19.0,south atlantic,71.0,38555.0,43.0,,39.0,36.2,,disagree,disagree,disagree,agree,agree
1396,1397,0.47149855479999997,male,9.0,south atlantic,44.0,26287.5,35.0,,62.0,32.8,very satisfied,,,,,
1397,1398,0.47149855479999997,female,13.0,south atlantic,82.0,7886.25,39.0,45.0,38.0,20.8,,agree,strongly agree,agree,disagree,agree
1398,1399,0.9429971097,female,12.0,south atlantic,69.0,,,,,,,,,,,
1399,1400,0.47149855479999997,male,16.0,south atlantic,40.0,31545.0,64.0,48.0,,82.5,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,agree
1400,1401,0.47149855479999997,female,12.0,south atlantic,61.0,19277.5,33.0,,45.0,13.6,very satisfied,strongly agree,agree,,disagree,neither agree nor disagree
1401,1402,0.9429971097,male,11.0,south atlantic,70.0,16648.75,46.0,,,51.9,,strongly agree,disagree,agree,agree,
1402,1403,0.9429971097,female,13.0,south atlantic,57.0,47317.5,49.0,,62.0,37.9,mod. satisfied,agree,agree,disagree,agree,disagree
1403,1404,0.47149855479999997,female,16.0,south atlantic,37.0,47317.5,64.0,32.0,61.0,84.2,mod. satisfied,,,,,
1404,1405,0.9429971097,male,15.0,south atlantic,64.0,26287.5,32.0,25.0,46.0,13.2,,agree,agree,agree,disagree,disagree
1405,1406,0.47149855479999997,female,18.0,south atlantic,74.0,57832.5,55.0,27.0,46.0,77.2,,agree,disagree,disagree,agree,agree
1406,1407,0.47149855479999997,female,12.0,south atlantic,71.0,9638.75,61.0,,,80.9,,,,,,
1407,1408,2.35896796,male,14.0,south atlantic,22.0,38555.0,43.0,51.0,,52.4,,,,,,
1408,1409,1.4144956640000002,female,10.0,south atlantic,26.0,16648.75,28.0,31.0,38.0,21.6,a little dissat,strongly agree,disagree,agree,disagree,agree
1409,1410,3.53845194,female,13.0,south atlantic,52.0,47317.5,46.0,,39.0,52.0,very satisfied,agree,disagree,disagree,disagree,strongly agree
1410,1411,0.9429971097,female,12.0,south atlantic,84.0,31545.0,35.0,,39.0,25.0,,,,,,
1411,1412,0.9429971097,male,10.0,south atlantic,22.0,31545.0,34.0,38.0,,34.7,,agree,disagree,disagree,disagree,disagree
1412,1413,0.9429971097,male,13.0,south atlantic,28.0,14896.25,31.0,36.0,,23.0,very satisfied,,,,,
1413,1414,0.47149855479999997,female,12.0,south atlantic,60.0,47317.5,60.0,28.0,38.0,76.3,mod. satisfied,agree,strongly disagree,disagree,disagree,agree
1414,1415,0.47149855479999997,female,15.0,south atlantic,31.0,7886.25,48.0,31.0,24.0,24.2,mod. satisfied,strongly disagree,disagree,disagree,disagree,disagree
1415,1416,1.17948398,male,15.0,south atlantic,45.0,26287.5,32.0,,28.0,31.9,a little dissat,agree,disagree,disagree,disagree,agree
1416,1417,0.9429971097,male,14.0,south atlantic,49.0,47317.5,37.0,31.0,62.0,33.2,very satisfied,strongly agree,disagree,disagree,strongly disagree,strongly disagree
1417,1418,0.47149855479999997,female,10.0,south atlantic,32.0,2453.5,25.0,30.0,,12.6,mod. satisfied,disagree,disagree,disagree,disagree,disagree
1418,1419,0.47149855479999997,female,11.0,south atlantic,43.0,6309.0,25.0,35.0,,12.6,mod. satisfied,,,,,
1419,1420,3.53845194,female,14.0,south atlantic,45.0,31545.0,48.0,,,54.3,mod. satisfied,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1420,1421,0.9429971097,male,14.0,south atlantic,65.0,84120.0,49.0,38.0,48.0,45.4,,strongly agree,strongly disagree,disagree,strongly disagree,disagree
1421,1422,0.9429971097,female,14.0,south atlantic,32.0,9638.75,48.0,61.0,24.0,20.1,very satisfied,,,,,
1422,1423,0.9429971097,female,11.0,south atlantic,23.0,31545.0,35.0,47.0,36.0,42.9,very satisfied,agree,disagree,disagree,disagree,disagree
1423,1424,3.53845194,male,18.0,south atlantic,52.0,98140.0,62.0,45.0,53.0,71.4,mod. satisfied,agree,agree,agree,agree,strongly agree
1424,1425,0.9429971097,female,16.0,south atlantic,58.0,70100.0,47.0,,48.0,38.8,mod. satisfied,,,,,
1425,1426,1.885994219,female,15.0,south atlantic,21.0,,31.0,38.0,,39.7,mod. satisfied,strongly agree,strongly disagree,disagree,disagree,neither agree nor disagree
1426,1427,0.47149855479999997,female,16.0,south atlantic,77.0,19277.5,53.0,60.0,38.0,73.9,,,,,,
1427,1428,0.9429971097,male,10.0,south atlantic,86.0,38555.0,49.0,,35.0,45.4,,disagree,disagree,disagree,agree,agree
1428,1429,2.35896796,female,14.0,south atlantic,52.0,,62.0,25.0,29.0,71.4,very satisfied,,,,,
1429,1430,0.47149855479999997,male,16.0,south atlantic,66.0,26287.5,60.0,55.0,31.0,76.3,,agree,disagree,disagree,strongly agree,agree
1430,1431,1.17948398,female,14.0,south atlantic,72.0,,36.0,35.0,35.0,24.6,,agree,disagree,,disagree,disagree
1431,1432,0.47149855479999997,female,14.0,south atlantic,47.0,26287.5,24.0,35.0,,14.6,a little dissat,agree,disagree,disagree,disagree,disagree
1432,1433,0.47149855479999997,male,16.0,south atlantic,58.0,57832.5,56.0,28.0,46.0,53.6,very satisfied,disagree,agree,agree,,disagree
1433,1434,0.47149855479999997,female,15.0,south atlantic,35.0,47317.5,54.0,46.0,,62.9,very satisfied,strongly disagree,strongly disagree,disagree,disagree,disagree
1434,1435,0.47149855479999997,female,14.0,south atlantic,50.0,31545.0,53.0,60.0,31.0,69.3,very satisfied,,,,,
1435,1436,0.47149855479999997,female,17.0,south atlantic,84.0,,50.0,,64.0,70.3,,agree,disagree,agree,disagree,agree
1436,1437,0.47149855479999997,male,15.0,south atlantic,22.0,22782.5,32.0,64.0,,26.9,,,,,,
1437,1438,0.47149855479999997,female,17.0,south atlantic,29.0,22782.5,64.0,64.0,62.0,82.5,very satisfied,agree,disagree,disagree,disagree,neither agree nor disagree
1438,1439,0.9429971097,male,12.0,south atlantic,26.0,14896.25,48.0,,,57.5,very satisfied,strongly disagree,disagree,disagree,disagree,disagree
1439,1440,2.35896796,female,16.0,south atlantic,24.0,,50.0,47.0,44.0,68.6,very satisfied,,,,,
1440,1441,2.35896796,female,12.0,south atlantic,,14896.25,40.0,53.0,,33.4,mod. satisfied,agree,disagree,agree,disagree,disagree
1441,1442,0.9429971097,male,14.0,south atlantic,38.0,13143.75,46.0,72.0,50.0,52.0,,,,,,
1442,1443,0.47149855479999997,male,16.0,south atlantic,31.0,31545.0,45.0,61.0,,62.0,mod. satisfied,,,,,
1443,1444,0.47149855479999997,female,16.0,south atlantic,31.0,22782.5,67.0,46.0,,73.6,very dissatisfied,agree,strongly disagree,disagree,strongly disagree,neither agree nor disagree
1444,1445,0.47149855479999997,female,16.0,south atlantic,30.0,14896.25,38.0,60.0,,45.0,,,,,,
1445,1446,0.9429971097,male,18.0,south atlantic,46.0,158201.8412,52.0,38.0,73.0,49.2,very satisfied,strongly agree,disagree,disagree,strongly disagree,disagree
1446,1447,0.47149855479999997,male,16.0,south atlantic,49.0,7886.25,43.0,64.0,48.0,52.4,very satisfied,,,,,
1447,1448,1.4144956640000002,male,10.0,south atlantic,29.0,22782.5,50.0,54.0,35.0,32.6,mod. satisfied,agree,disagree,disagree,disagree,disagree
1448,1449,0.9429971097,female,10.0,south atlantic,45.0,9638.75,39.0,31.0,50.0,67.7,,disagree,disagree,disagree,disagree,agree
1449,1450,0.47149855479999997,male,12.0,south atlantic,67.0,14896.25,35.0,33.0,,32.0,,disagree,agree,disagree,disagree,strongly disagree
1450,1451,1.4144956640000002,female,12.0,south atlantic,34.0,70100.0,41.0,49.0,49.0,54.6,mod. satisfied,,,,,
1451,1452,0.47149855479999997,male,12.0,south atlantic,82.0,47317.5,35.0,,,34.6,,strongly disagree,strongly agree,agree,strongly agree,agree
1452,1453,0.9429971097,male,13.0,south atlantic,44.0,47317.5,46.0,32.0,38.0,52.0,very satisfied,agree,agree,disagree,agree,agree
1453,1454,2.35896796,female,18.0,south atlantic,48.0,47317.5,38.0,47.0,64.0,59.1,very satisfied,,,,,
1454,1455,1.885994219,female,8.0,south atlantic,24.0,7886.25,21.0,47.0,28.0,14.0,mod. satisfied,agree,disagree,agree,disagree,disagree
1455,1456,0.9429971097,male,12.0,south atlantic,56.0,,56.0,,62.0,53.6,,,,,,
1456,1457,0.9429971097,male,11.0,south atlantic,65.0,19277.5,37.0,47.0,35.0,18.6,mod. satisfied,agree,disagree,disagree,disagree,agree
1457,1458,0.9429971097,female,13.0,south atlantic,48.0,57832.5,25.0,35.0,,23.3,mod. satisfied,,,,,
